Source_AirportID,Source_Latitude,Source_Longitude,Destination_AirportID,Destination_Latitude,Destination_Longitude
435.0,63.721172,23.143131,448.0,61.461686,21.799983
718.0,63.048597,17.768856,737.0,59.651944,17.918611
718.0,63.048597,17.768856,715.0,67.132408,20.814636
5595.0,59.4447,13.3374,737.0,59.651944,17.918611
719.0,64.548322,18.716219,730.0,65.590278,19.281944
719.0,64.548322,18.716219,737.0,59.651944,17.918611
442.0,60.122203,19.898156,737.0,59.651944,17.918611
442.0,60.122203,19.898156,460.0,60.514142,22.262808
722.0,63.408339,18.990039,737.0,59.651944,17.918611
644.0,60.193917,11.100361,711.0,56.929144,14.727994
448.0,61.461686,21.799983,737.0,59.651944,17.918611
448.0,61.461686,21.799983,435.0,63.721172,23.143131
460.0,60.514142,22.262808,442.0,60.122203,19.898156
664.0,59.186703,10.258628,737.0,59.651944,17.918611
746.0,57.662797,18.346211,737.0,59.651944,17.918611
729.0,64.579083,16.833575,737.0,59.651944,17.918611
729.0,64.579083,16.833575,5599.0,65.806111,15.082778
711.0,56.929144,14.727994,737.0,59.651944,17.918611
711.0,56.929144,14.727994,644.0,60.193917,11.100361
3531.0,57.749967,-152.493856,7167.0,57.471389,-153.815278
3531.0,57.749967,-152.493856,7168.0,58.190833,-152.370556
3531.0,57.749967,-152.493856,7162.0,57.535,-153.976667
3531.0,57.749967,-152.493856,7164.0,57.922876,-152.500511
3531.0,57.749967,-152.493856,7163.0,57.218056,-153.269722
7167.0,57.471389,-153.815278,7176.0,57.55,-153.75
7168.0,58.190833,-152.370556,7173.0,58.166667,-152.5
7162.0,57.535,-153.976667,7161.0,57.566944,-154.450278
7164.0,57.922876,-152.500511,7165.0,57.885278,-152.846111
7173.0,58.166667,-152.5,7172.0,58.49,-152.582222
6019.0,20.451322,121.979883,2397.0,14.508647,121.019581
4200.0,8.951322,125.477972,2397.0,14.508647,121.019581
2399.0,7.165242,124.209619,2397.0,14.508647,121.019581
2400.0,8.415619,124.611219,2397.0,14.508647,121.019581
6024.0,12.502417,124.635778,2397.0,14.508647,121.019581
2425.0,9.333714,123.300472,2397.0,14.508647,121.019581
8076.0,24.55056,55.103174,2397.0,14.508647,121.019581
6011.0,6.106439,125.2353,2397.0,14.508647,121.019581
2430.0,11.679431,122.376294,2397.0,14.508647,121.019581
4203.0,13.157064,123.746247,2397.0,14.508647,121.019581
2397.0,14.508647,121.019581,6019.0,20.451322,121.979883
2397.0,14.508647,121.019581,4200.0,8.951322,125.477972
2397.0,14.508647,121.019581,2399.0,7.165242,124.209619
2397.0,14.508647,121.019581,2400.0,8.415619,124.611219
2397.0,14.508647,121.019581,6024.0,12.502417,124.635778
2397.0,14.508647,121.019581,2425.0,9.333714,123.300472
2397.0,14.508647,121.019581,8076.0,24.55056,55.103174
2397.0,14.508647,121.019581,6011.0,6.106439,125.2353
2397.0,14.508647,121.019581,2430.0,11.679431,122.376294
2397.0,14.508647,121.019581,4203.0,13.157064,123.746247
2397.0,14.508647,121.019581,4002.0,11.9214999,121.953
2397.0,14.508647,121.019581,4204.0,8.178508,123.841731
2397.0,14.508647,121.019581,2433.0,9.742119,118.758731
2397.0,14.508647,121.019581,6026.0,11.597669,122.751669
2397.0,14.508647,121.019581,6016.0,9.757567,125.479328
2397.0,14.508647,121.019581,6021.0,17.638311,121.730614
2397.0,14.508647,121.019581,2404.0,6.922419,122.059633
4002.0,11.9214999,121.953,2397.0,14.508647,121.019581
4204.0,8.178508,123.841731,2397.0,14.508647,121.019581
2433.0,9.742119,118.758731,2397.0,14.508647,121.019581
6026.0,11.597669,122.751669,2397.0,14.508647,121.019581
6016.0,9.757567,125.479328,2397.0,14.508647,121.019581
6021.0,17.638311,121.730614,2397.0,14.508647,121.019581
2404.0,6.922419,122.059633,2397.0,14.508647,121.019581
7376.0,-7.228333,-48.240833,4214.0,-10.241667,-48.35278
7373.0,-12.083333,-45.0,2531.0,-15.8711,-47.918625
7373.0,-12.083333,-45.0,2621.0,-12.910994,-38.331044
2531.0,-15.8711,-47.918625,7373.0,-12.083333,-45.0
2531.0,-15.8711,-47.918625,7367.0,-11.885,-55.586
2531.0,-15.8711,-47.918625,2613.0,-21.134167,-47.774189
2535.0,-25.000339,-53.500764,2564.0,-23.432075,-46.469511
2548.0,-15.652931,-56.116719,2562.0,-16.632033,-49.220686
2548.0,-15.652931,-56.116719,7367.0,-11.885,-55.586
2538.0,-20.468667,-54.6725,7380.0,-22.220833,-54.805833
7380.0,-22.220833,-54.805833,2538.0,-20.468667,-54.6725
7380.0,-22.220833,-54.805833,2564.0,-23.432075,-46.469511
2560.0,-22.808903,-43.243647,2613.0,-21.134167,-47.774189
2564.0,-23.432075,-46.469511,2535.0,-25.000339,-53.500764
2564.0,-23.432075,-46.469511,7380.0,-22.220833,-54.805833
2564.0,-23.432075,-46.469511,2613.0,-21.134167,-47.774189
2564.0,-23.432075,-46.469511,2635.0,-19.765,-47.964778
2564.0,-23.432075,-46.469511,2633.0,-18.882844,-48.225594
2564.0,-23.432075,-46.469511,6039.0,-14.862761,-40.863106
2562.0,-16.632033,-49.220686,2548.0,-15.652931,-56.116719
2562.0,-16.632033,-49.220686,4214.0,-10.241667,-48.35278
2562.0,-16.632033,-49.220686,2613.0,-21.134167,-47.774189
2562.0,-16.632033,-49.220686,2633.0,-18.882844,-48.225594
7367.0,-11.885,-55.586,2531.0,-15.8711,-47.918625
7367.0,-11.885,-55.586,2548.0,-15.652931,-56.116719
2528.0,-19.851181,-43.950628,2613.0,-21.134167,-47.774189
4214.0,-10.241667,-48.35278,7376.0,-7.228333,-48.240833
4214.0,-10.241667,-48.35278,2562.0,-16.632033,-49.220686
2613.0,-21.134167,-47.774189,2531.0,-15.8711,-47.918625
2613.0,-21.134167,-47.774189,2560.0,-22.808903,-43.243647
2613.0,-21.134167,-47.774189,2564.0,-23.432075,-46.469511
2613.0,-21.134167,-47.774189,2562.0,-16.632033,-49.220686
2613.0,-21.134167,-47.774189,2528.0,-19.851181,-43.950628
2613.0,-21.134167,-47.774189,2619.0,-20.816567,-49.406511
2613.0,-21.134167,-47.774189,2633.0,-18.882844,-48.225594
2619.0,-20.816567,-49.406511,2613.0,-21.134167,-47.774189
2621.0,-12.910994,-38.331044,7373.0,-12.083333,-45.0
2621.0,-12.910994,-38.331044,6039.0,-14.862761,-40.863106
2635.0,-19.765,-47.964778,2564.0,-23.432075,-46.469511
2635.0,-19.765,-47.964778,2633.0,-18.882844,-48.225594
2633.0,-18.882844,-48.225594,2564.0,-23.432075,-46.469511
2633.0,-18.882844,-48.225594,2562.0,-16.632033,-49.220686
2633.0,-18.882844,-48.225594,2613.0,-21.134167,-47.774189
2633.0,-18.882844,-48.225594,2635.0,-19.765,-47.964778
6039.0,-14.862761,-40.863106,2564.0,-23.432075,-46.469511
6039.0,-14.862761,-40.863106,2621.0,-12.910994,-38.331044
5726.0,40.7832,-91.1255,3830.0,41.978603,-87.904842
5726.0,40.7832,-91.1255,3678.0,38.748697,-90.370028
4042.0,39.834564,-88.865689,3830.0,41.978603,-87.904842
4042.0,39.834564,-88.865689,3678.0,38.748697,-90.370028
3591.0,35.831708,-90.646417,3678.0,38.748697,-90.370028
3830.0,41.978603,-87.904842,5726.0,40.7832,-91.1255
3830.0,41.978603,-87.904842,4042.0,39.834564,-88.865689
3678.0,38.748697,-90.370028,5726.0,40.7832,-91.1255
3678.0,38.748697,-90.370028,4042.0,39.834564,-88.865689
3678.0,38.748697,-90.370028,3591.0,35.831708,-90.646417
7144.0,55.478889,-133.147778,7145.0,55.481667,-132.646111
7144.0,55.478889,-133.147778,3808.0,55.355556,-131.71375
7145.0,55.481667,-132.646111,7144.0,55.478889,-133.147778
7145.0,55.481667,-132.646111,7147.0,55.688056,-132.536667
7145.0,55.481667,-132.646111,3808.0,55.355556,-131.71375
7147.0,55.688056,-132.536667,7145.0,55.481667,-132.646111
7147.0,55.688056,-132.536667,3808.0,55.355556,-131.71375
3808.0,55.355556,-131.71375,7144.0,55.478889,-133.147778
3808.0,55.355556,-131.71375,7145.0,55.481667,-132.646111
3808.0,55.355556,-131.71375,7147.0,55.688056,-132.536667
3808.0,55.355556,-131.71375,7146.0,55.131111,-131.578056
7146.0,55.131111,-131.578056,3808.0,55.355556,-131.71375
248.0,5.605186,-0.166786,1084.0,14.739708,-17.490225
248.0,5.605186,-0.166786,273.0,6.577369,3.321156
248.0,5.605186,-0.166786,1063.0,6.233789,-10.362311
1218.0,41.297078,2.078464,1050.0,13.337961,-16.652206
1050.0,13.337961,-16.652206,1218.0,41.297078,2.078464
1050.0,13.337961,-16.652206,1084.0,14.739708,-17.490225
1050.0,13.337961,-16.652206,1059.0,8.616444,-13.195489
4162.0,9.576889,-13.611961,5665.0,11.89485,-15.653681
1084.0,14.739708,-17.490225,248.0,5.605186,-0.166786
1084.0,14.739708,-17.490225,1050.0,13.337961,-16.652206
1084.0,14.739708,-17.490225,897.0,4.006081,9.719481
1084.0,14.739708,-17.490225,1059.0,8.616444,-13.195489
1084.0,14.739708,-17.490225,273.0,6.577369,3.321156
1084.0,14.739708,-17.490225,5665.0,11.89485,-15.653681
897.0,4.006081,9.719481,1084.0,14.739708,-17.490225
897.0,4.006081,9.719481,273.0,6.577369,3.321156
1059.0,8.616444,-13.195489,1050.0,13.337961,-16.652206
1059.0,8.616444,-13.195489,1084.0,14.739708,-17.490225
1059.0,8.616444,-13.195489,502.0,51.148056,-0.190278
1059.0,8.616444,-13.195489,1063.0,6.233789,-10.362311
502.0,51.148056,-0.190278,1059.0,8.616444,-13.195489
273.0,6.577369,3.321156,248.0,5.605186,-0.166786
273.0,6.577369,3.321156,1084.0,14.739708,-17.490225
273.0,6.577369,3.321156,897.0,4.006081,9.719481
273.0,6.577369,3.321156,1063.0,6.233789,-10.362311
5665.0,11.89485,-15.653681,4162.0,9.576889,-13.611961
5665.0,11.89485,-15.653681,1084.0,14.739708,-17.490225
1063.0,6.233789,-10.362311,248.0,5.605186,-0.166786
1063.0,6.233789,-10.362311,1059.0,8.616444,-13.195489
1063.0,6.233789,-10.362311,273.0,6.577369,3.321156
5506.0,60.8186,-78.1486,5504.0,62.4173,-77.9253
5506.0,60.8186,-78.1486,6727.0,60.0506,-77.2869
5512.0,58.7114,-65.9928,154.0,58.096111,-68.426944
62.0,53.625278,-77.704167,5496.0,55.2819,-77.7653
62.0,53.625278,-77.704167,6727.0,60.0506,-77.2869
62.0,53.625278,-77.704167,146.0,45.470556,-73.740833
5496.0,55.2819,-77.7653,62.0,53.625278,-77.704167
5496.0,55.2819,-77.7653,5520.0,58.4719,-78.0769
5496.0,55.2819,-77.7653,5529.0,56.5378,-79.2467
5496.0,55.2819,-77.7653,5515.0,56.5361,-76.5183
5496.0,55.2819,-77.7653,146.0,45.470556,-73.740833
5496.0,55.2819,-77.7653,149.0,48.206111,-78.835556
5504.0,62.4173,-77.9253,5506.0,60.8186,-78.1486
5504.0,62.4173,-77.9253,5535.0,62.1794,-75.6672
5481.0,60.0272,-69.9992,5508.0,59.2967,-69.5997
5481.0,60.0272,-69.9992,5499.0,61.0464,-69.6178
5481.0,60.0272,-69.9992,154.0,58.096111,-68.426944
80.0,54.805278,-66.805278,111.0,46.791111,-71.393333
80.0,54.805278,-66.805278,154.0,58.096111,-68.426944
80.0,54.805278,-66.805278,161.0,52.921944,-66.864444
80.0,54.805278,-66.805278,202.0,50.223333,-66.265556
5520.0,58.4719,-78.0769,6727.0,60.0506,-77.2869
5520.0,58.4719,-78.0769,5515.0,56.5361,-76.5183
5520.0,58.4719,-78.0769,154.0,58.096111,-68.426944
5508.0,59.2967,-69.5997,5481.0,60.0272,-69.9992
5508.0,59.2967,-69.5997,6728.0,58.6678,-69.9558
5508.0,59.2967,-69.5997,154.0,58.096111,-68.426944
6727.0,60.0506,-77.2869,5506.0,60.8186,-78.1486
6727.0,60.0506,-77.2869,62.0,53.625278,-77.704167
6727.0,60.0506,-77.2869,5520.0,58.4719,-78.0769
6727.0,60.0506,-77.2869,154.0,58.096111,-68.426944
111.0,46.791111,-71.393333,80.0,54.805278,-66.805278
111.0,46.791111,-71.393333,146.0,45.470556,-73.740833
5499.0,61.0464,-69.6178,5481.0,60.0272,-69.9992
5499.0,61.0464,-69.6178,7253.0,61.588611,-71.929444
5529.0,56.5378,-79.2467,5496.0,55.2819,-77.7653
5529.0,56.5378,-79.2467,5515.0,56.5361,-76.5183
6728.0,58.6678,-69.9558,5508.0,59.2967,-69.5997
6728.0,58.6678,-69.9558,154.0,58.096111,-68.426944
5515.0,56.5361,-76.5183,5496.0,55.2819,-77.7653
5515.0,56.5361,-76.5183,5520.0,58.4719,-78.0769
5515.0,56.5361,-76.5183,5529.0,56.5378,-79.2467
146.0,45.470556,-73.740833,62.0,53.625278,-77.704167
146.0,45.470556,-73.740833,5496.0,55.2819,-77.7653
146.0,45.470556,-73.740833,111.0,46.791111,-71.393333
146.0,45.470556,-73.740833,149.0,48.206111,-78.835556
149.0,48.206111,-78.835556,5496.0,55.2819,-77.7653
149.0,48.206111,-78.835556,146.0,45.470556,-73.740833
154.0,58.096111,-68.426944,5512.0,58.7114,-65.9928
154.0,58.096111,-68.426944,5496.0,55.2819,-77.7653
154.0,58.096111,-68.426944,5481.0,60.0272,-69.9992
154.0,58.096111,-68.426944,80.0,54.805278,-66.805278
154.0,58.096111,-68.426944,5520.0,58.4719,-78.0769
154.0,58.096111,-68.426944,5508.0,59.2967,-69.5997
154.0,58.096111,-68.426944,6727.0,60.0506,-77.2869
154.0,58.096111,-68.426944,6728.0,58.6678,-69.9558
7253.0,61.588611,-71.929444,5499.0,61.0464,-69.6178
7253.0,61.588611,-71.929444,5535.0,62.1794,-75.6672
161.0,52.921944,-66.864444,80.0,54.805278,-66.805278
161.0,52.921944,-66.864444,202.0,50.223333,-66.265556
5535.0,62.1794,-75.6672,5504.0,62.4173,-77.9253
5535.0,62.1794,-75.6672,7253.0,61.588611,-71.929444
202.0,50.223333,-66.265556,80.0,54.805278,-66.805278
202.0,50.223333,-66.265556,161.0,52.921944,-66.864444
4119.0,11.5472,43.1594,2188.0,25.252778,55.364444
4119.0,11.5472,43.1594,2072.0,21.679564,39.156536
4119.0,11.5472,43.1594,5687.0,2.01444,45.3047
5687.0,2.01444,45.3047,4059.0,-1.319167,36.9275
4059.0,-1.319167,36.9275,5687.0,2.01444,45.3047
3885.0,13.681108,100.747283,3316.0,1.350189,103.994433
3999.0,-12.4083333,130.87266,3316.0,1.350189,103.994433
4120.0,19.934856,110.458961,3316.0,1.350189,103.994433
3386.0,30.229503,120.434453,3316.0,1.350189,103.994433
3077.0,22.308919,113.914603,3316.0,1.350189,103.994433
3179.0,8.1132,98.316872,3316.0,1.350189,103.994433
3992.0,34.4347222,135.244167,2397.0,14.508647,121.019581
3992.0,34.4347222,135.244167,2276.0,25.077731,121.232822
3304.0,2.745578,101.709917,3316.0,1.350189,103.994433
2397.0,14.508647,121.019581,3992.0,34.4347222,135.244167
2397.0,14.508647,121.019581,3316.0,1.350189,103.994433
3308.0,5.297139,100.276864,3316.0,1.350189,103.994433
3351.0,-31.940278,115.966944,3316.0,1.350189,103.994433
3034.0,11.546556,104.844139,3316.0,1.350189,103.994433
3035.0,13.410666,103.81284,3316.0,1.350189,103.994433
3239.0,16.907305,96.133222,3316.0,1.350189,103.994433
3205.0,10.818797,106.651856,3316.0,1.350189,103.994433
3316.0,1.350189,103.994433,3885.0,13.681108,100.747283
3316.0,1.350189,103.994433,3999.0,-12.4083333,130.87266
3316.0,1.350189,103.994433,4120.0,19.934856,110.458961
3316.0,1.350189,103.994433,3386.0,30.229503,120.434453
3316.0,1.350189,103.994433,3077.0,22.308919,113.914603
3316.0,1.350189,103.994433,3179.0,8.1132,98.316872
3316.0,1.350189,103.994433,3304.0,2.745578,101.709917
3316.0,1.350189,103.994433,2397.0,14.508647,121.019581
3316.0,1.350189,103.994433,3308.0,5.297139,100.276864
3316.0,1.350189,103.994433,3351.0,-31.940278,115.966944
3316.0,1.350189,103.994433,3034.0,11.546556,104.844139
3316.0,1.350189,103.994433,3035.0,13.410666,103.81284
3316.0,1.350189,103.994433,3239.0,16.907305,96.133222
3316.0,1.350189,103.994433,3205.0,10.818797,106.651856
3316.0,1.350189,103.994433,4302.0,23.4,116.683
3316.0,1.350189,103.994433,2276.0,25.077731,121.232822
4302.0,23.4,116.683,3316.0,1.350189,103.994433
2276.0,25.077731,121.232822,3992.0,34.4347222,135.244167
2276.0,25.077731,121.232822,3316.0,1.350189,103.994433
1679.0,47.485033,9.560775,1558.0,42.760277,10.239445
338.0,51.132767,13.767161,1678.0,47.464722,8.549167
345.0,51.289453,6.766775,382.0,47.671317,9.511486
1558.0,42.760277,10.239445,1679.0,47.485033,9.560775
1558.0,42.760277,10.239445,382.0,47.671317,9.511486
1558.0,42.760277,10.239445,346.0,48.353783,11.786086
1558.0,42.760277,10.239445,1678.0,47.464722,8.549167
382.0,47.671317,9.511486,345.0,51.289453,6.766775
382.0,47.671317,9.511486,1558.0,42.760277,10.239445
382.0,47.671317,9.511486,342.0,53.630389,9.988228
382.0,47.671317,9.511486,1520.0,40.898661,9.517628
382.0,47.671317,9.511486,351.0,52.559686,13.287711
382.0,47.671317,9.511486,1209.0,44.108269,15.346697
3986.0,47.988758,10.2395,1561.0,40.886033,14.290781
1609.0,46.991067,15.439628,1678.0,47.464722,8.549167
342.0,53.630389,9.988228,382.0,47.671317,9.511486
346.0,48.353783,11.786086,1558.0,42.760277,10.239445
1561.0,40.886033,14.290781,3986.0,47.988758,10.2395
1520.0,40.898661,9.517628,382.0,47.671317,9.511486
1612.0,47.793304,13.004333,1678.0,47.464722,8.549167
351.0,52.559686,13.287711,382.0,47.671317,9.511486
1209.0,44.108269,15.346697,382.0,47.671317,9.511486
1678.0,47.464722,8.549167,338.0,51.132767,13.767161
1678.0,47.464722,8.549167,1558.0,42.760277,10.239445
1678.0,47.464722,8.549167,1609.0,46.991067,15.439628
1678.0,47.464722,8.549167,1612.0,47.793304,13.004333
3682.0,33.636719,-84.428067,6958.0,37.858333,-80.399444
3682.0,33.636719,-84.428067,3754.0,32.69285,-83.649211
3682.0,33.636719,-84.428067,4335.0,32.332624,-88.751868
3682.0,33.636719,-84.428067,5756.0,34.7453,-87.6102
3682.0,33.636719,-84.428067,5759.0,31.4671,-89.3371
3682.0,33.636719,-84.428067,5773.0,34.2681,-88.7699
1937.0,25.699881,-79.264656,3533.0,26.072583,-80.15275
1943.0,25.474861,-76.683489,3533.0,26.072583,-80.15275
1943.0,25.474861,-76.683489,3722.0,26.683161,-80.095589
3875.0,24.556111,-81.759556,3533.0,26.072583,-80.15275
